,count,unique,top,freq,mean,std,min,25%,50%,75%,max
info_coverage,100000.0,,,,0.31632482949070034,0.19157718590626258,0.0,0.16583002171831915,0.3197217161679181,0.4280851619965351,0.8943752898148264
fit_comprehension,100000.0,,,,0.35285661531369233,0.16579084800479332,0.0,0.24445531081960395,0.3772284871443371,0.46677601281272574,0.8519053384355637
dwell_time_seconds,100000.0,,,,56.832271358249194,24.126661157661104,3.0,38.32685126712883,54.835593896189124,77.0826593722385,126.6792213057752
fatigue_before,100000.0,,,,0.33401057919355537,0.17815321035248036,0.0008452147081893513,0.19513112398547094,0.3140580445754553,0.4552175194027855,0.9638766442482798
fatigue_increment,100000.0,,,,0.08916853428613776,0.047927342305643814,0.0,0.05500409478820654,0.08830160027812453,0.12292240555224207,0.26589092908180956
fatigue_after,100000.0,,,,0.4231488299934828,0.1843704281043882,0.002552848551882193,0.2825955856271785,0.4048906095785909,0.5480251373588949,1.0
self_filter_quality,100000.0,,,,0.2576395406870901,0.16839673574628952,0.0,0.11344740282077546,0.2858164369938836,0.3799111192078961,0.777427340091725
ui_match_score,100000.0,,,,0.19432405037809564,0.2239076547420578,0.0,0.0,0.0764906559738554,0.4074240993083932,0.866932987817105
screen_score,100000.0,,,,0.40850202450976897,0.3831616508792556,0.0,0.0,0.5573869179157662,0.768370725547817,1.0
p_respond,100000.0,,,,0.3870980198367592,0.3558072198332414,0.0,0.0,0.591279702754748,0.7233874013245961,0.8707304287824437
p_interview_given_respond,100000.0,,,,0.1782681040605165,0.17943505375226326,0.0,0.0,0.18405244665200854,0.33267970622064874,0.6776723529871533
outcome,100000,3,ignored,61480,,,,,,,
reward_realized,100000.0,,,,0.13455403810803918,0.319911744864291,0.0,0.0,0.0,0.0494404735706946,1.4876660762074432
oracle_arm,100000.0,,,,1.65101,1.42931326491574,0.0,0.0,2.0,2.0,4.0
oracle_arm_name,100000,5,panel_split,29058,,,,,,,
oracle_expected_reward,100000.0,,,,0.1744812426017492,0.056715568816972796,0.021457475899703184,0.13248755978425988,0.17117549426761225,0.21338627936088417,0.40576128512389337
chosen_expected_reward,100000.0,,,,0.15455640557998626,0.05509810640161341,0.01834757137564895,0.11335492499225036,0.15010540247714946,0.1913101310590586,0.40576128512389337
instant_expected_regret,100000.0,,,,0.019924837021762936,0.02169806199535416,0.0,0.0,0.014712018681800172,0.03383598835032464,0.1301844464339353
reading_patience,100000.0,,,,0.5008300940512151,0.22314612353832994,0.001146635138816563,0.3279636763100636,0.5015579530828472,0.6747211493439003,0.9994770460876444
decision_speed,100000.0,,,,0.5007895164181461,0.22392325806956515,0.0011618832052955551,0.32776702813864284,0.5009940436092994,0.6750091676683856,0.9983448523051612
self_filter_strength,100000.0,,,,0.5575512700139701,0.2153697376838659,0.0,0.4078116029192175,0.5702238538899028,0.7239005008519613,0.9985261432152795
resume_quality,100000.0,,,,0.5997808153247306,0.20058570601524547,0.01553783103136545,0.4549951466715911,0.6150054906167854,0.7568423001715572,0.9980553935989083
scatter_apply_tendency,100000.0,,,,0.35891022291830393,0.18996847558673835,0.0011041163138115892,0.21211263756001644,0.3388395750986916,0.4858653056637776,1.0
fatigue_sensitivity,100000.0,,,,0.39802780473691457,0.19920099333247024,0.002681685185698379,0.24180553221854528,0.38284543740268406,0.5407347186690667,0.9864619609494085
prestige_preference,100000.0,,,,0.5007135128047907,0.2243478276487309,0.003531790662223819,0.32697125725482723,0.5013836690610618,0.6761746041150574,0.9992528552673691
company_prestige,100000.0,,,,0.3348,0.28822914627151713,0.0,0.0,0.25,0.5,1.0
response_rate_base,100000.0,,,,0.6893603044154987,0.1439881967382176,0.23522992279952046,0.5922193139682049,0.7082934620912318,0.8114172981156625,0.9796804972379201
ignore_threshold,100000.0,,,,0.31635626786771587,0.06502615248410173,0.15639147275515922,0.2664202938846451,0.31122621619954033,0.36080179090964626,0.5365445025844835
interview_threshold,100000.0,,,,0.6738566540506394,0.0894662821273507,0.4160276135257901,0.6044287293689086,0.6654740007730761,0.7357788561418294,0.9805179322816909
company_value_weight,100000.0,,,,1.018639160609874,0.18245942077908683,0.8,0.8410109964861637,0.9819842008417053,1.1404355355389837,1.5
resume_match_weight,100000.0,,,,0.27513874218457246,0.1295378439002526,0.007840789401005724,0.17712711695470656,0.2612196642618826,0.3573881148491594,0.7636663737025938
experience_weight,100000.0,,,,0.1841674760517329,0.11053916975546822,0.0019622442833419507,0.09961509801514319,0.16556276642919543,0.24978050062565016,0.6950148514729827
education_weight,100000.0,,,,0.1076978173236057,0.0891101516293186,1.0040392971832525e-05,0.040554844250725315,0.08450938247107734,0.1526329313820471,0.6807525038988365
keyword_weight,100000.0,,,,0.14032540504936242,0.1002439102977317,0.00037720659731735535,0.06283946379501187,0.11874223402806017,0.1971010446183081,0.7181426530868408
clarity_bonus_weight,100000.0,,,,0.10916098207414889,0.08941497843039262,8.293970233647529e-05,0.040357721641693114,0.08489542064652288,0.1567130349380255,0.6287027949314025
location_weight,100000.0,,,,0.09167380142028393,0.08429193465042566,1.8284146286417058e-05,0.028325499569914044,0.0682664541358135,0.12965995654431126,0.5841184089281745
salary_weight,100000.0,,,,0.09183577589629378,0.08434970120144065,7.6276366294250625e-06,0.028722296308642193,0.06789830417524371,0.1307446745996241,0.596125455521105
screen_noise_std,100000.0,,,,0.07069420000000001,0.007604516069195099,0.05,0.07,0.07,0.08,0.08
job_complexity,100000.0,,,,0.5977039172349066,0.15857491864256623,0.08543968588487949,0.4830519967895401,0.5937778670589424,0.7110680312177431,1.0
context_f_00,100000.0,,,,0.18576754187288577,0.13784567334439443,0.0,0.06993023657345268,0.1662430457343539,0.26706170875279783,0.7067051774567285
context_f_01,100000.0,,,,0.4319,0.24273140452134118,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
context_f_02,100000.0,,,,0.5997808153247306,0.20058570601524547,0.01553783103136545,0.4549951466715911,0.6150054906167854,0.7568423001715572,0.9980553935989083
context_f_03,100000.0,,,,0.6017660869148294,0.1995304924258049,0.011029290475007732,0.46027843516765354,0.6158205207738148,0.7586856705878722,0.9976518577855021
context_f_04,100000.0,,,,0.5008300940512151,0.22314612353832994,0.001146635138816563,0.3279636763100636,0.5015579530828472,0.6747211493439003,0.9994770460876444
context_f_05,100000.0,,,,0.5007895164181461,0.22392325806956515,0.0011618832052955551,0.32776702813864284,0.5009940436092994,0.6750091676683856,0.9983448523051612
context_f_06,100000.0,,,,0.39802780473691457,0.19920099333247024,0.002681685185698379,0.24180553221854528,0.38284543740268406,0.5407347186690667,0.9864619609494085
context_f_07,100000.0,,,,0.35891022291830393,0.18996847558673835,0.0011041163138115892,0.21211263756001644,0.3388395750986916,0.4858653056637776,1.0
context_f_08,100000.0,,,,0.5575512700139701,0.2153697376838659,0.0,0.4078116029192175,0.5702238538899028,0.7239005008519613,0.9985261432152795
context_f_09,100000.0,,,,0.5007135128047907,0.2243478276487309,0.003531790662223819,0.32697125725482723,0.5013836690610618,0.6761746041150574,0.9992528552673691
context_f_10,100000.0,,,,0.5030658512599046,0.2237701301859734,0.002539928090850279,0.32860136860103534,0.5034560166538226,0.6773544975902616,0.9970482180256436
context_f_11,100000.0,,,,0.5009726724323794,0.2233176362516113,0.0007851033919650204,0.32646225690228325,0.5004283879010828,0.6746606189904173,0.9985266351954856
context_f_12,100000.0,,,,0.44566666666666666,0.3181683884711763,0.0,0.1111111111111111,0.4444444444444444,0.6666666666666666,1.0
context_f_13,100000.0,,,,0.5977039172349066,0.15857491864256623,0.08543968588487949,0.4830519967895401,0.5937778670589424,0.7110680312177431,1.0
context_f_14,100000.0,,,,0.48757740283431034,0.10920122337047802,0.08784848877517992,0.41044557373673757,0.48419019869691887,0.5613824489789108,0.9697858170873512
context_f_15,100000.0,,,,0.4176575216792192,0.19965432507459097,0.0,0.27326385224383737,0.4152974068608755,0.5577221772355357,1.0
context_f_16,100000.0,,,,0.4181066666666666,0.2327770068499375,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
context_f_17,100000.0,,,,0.5658882225491677,0.17595815113790353,0.0,0.4397767875411318,0.5635832468191493,0.6910986628124305,1.0
context_f_18,100000.0,,,,0.52744,0.3715823288778294,0.0,0.0,0.5,1.0,1.0
context_f_19,100000.0,,,,0.52588,0.2617960293274321,0.0,0.25,0.5,0.75,1.0
context_f_20,100000.0,,,,0.9141338647948564,0.08448808593438721,0.4958187098766525,0.8835515747856979,0.9557585541023563,0.9690820298877159,0.9932912099899645
context_f_21,100000.0,,,,0.9174477712984133,0.08511755468905995,0.505099201577222,0.886193856351336,0.960420376643482,0.9726122119776449,0.9951335471055723
context_f_22,100000.0,,,,0.3348,0.28822914627151713,0.0,0.0,0.25,0.5,1.0
context_f_23,100000.0,,,,0.3348,0.28822914627151713,0.0,0.0,0.25,0.5,1.0
context_f_24,100000.0,,,,0.39121567051382183,0.21286192280327712,0.0,0.20178650333093257,0.3577609616513179,0.5346407457792529,1.0
context_f_25,100000.0,,,,0.6893603044154987,0.1439881967382176,0.23522992279952046,0.5922193139682049,0.7082934620912318,0.8114172981156625,0.9796804972379201
context_f_26,100000.0,,,,0.31234165801410557,0.2606563153986955,0.0,0.0585871378373767,0.25997742977386473,0.4863364793414052,1.0
context_f_27,100000.0,,,,0.6738566540506394,0.0894662821273507,0.4160276135257901,0.6044287293689086,0.6654740007730761,0.7357788561418294,0.9805179322816909
context_f_28,100000.0,,,,0.14032540504936242,0.1002439102977317,0.00037720659731735535,0.06283946379501187,0.11874223402806017,0.1971010446183081,0.7181426530868408
context_f_29,100000.0,,,,0.10916098207414889,0.08941497843039262,8.293970233647529e-05,0.040357721641693114,0.08489542064652288,0.1567130349380255,0.6287027949314025
context_f_30,100000.0,,,,0.5512689999999999,0.25745277042886894,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.7777777777777778,0.9888888888888889
context_f_31,100000.0,,,,0.33401057919355537,0.17815321035248036,0.0008452147081893513,0.19513112398547094,0.3140580445754553,0.4552175194027855,0.9638766442482798
context_f_32,100000.0,,,,0.2995905,0.1229449407838104,0.0,0.2,0.3,0.4,1.0
context_f_33,100000.0,,,,0.333784,0.10566307928598606,0.0,0.26666666666666666,0.3333333333333333,0.4,0.8
context_f_34,100000.0,,,,0.3004726,0.07766559707289765,0.04,0.24,0.3,0.36,0.7
context_f_35,100000.0,,,,0.43906,0.36856313692360787,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0
context_f_36,100000.0,,,,0.2752,0.33391027980694094,0.0,0.0,0.0,0.5,1.0
context_f_37,100000.0,,,,0.4999334782608696,0.30095882317395756,0.0,0.2608695652173913,0.4782608695652174,0.782608695652174,1.0
context_f_38,100000.0,,,,0.9174477712984133,0.08511755468905995,0.505099201577222,0.886193856351336,0.960420376643482,0.9726122119776449,0.9951335471055723
context_f_39,100000.0,,,,0.9141338647948564,0.08448808593438721,0.4958187098766525,0.8835515747856979,0.9557585541023563,0.9690820298877159,0.9932912099899645
context_f_40,100000.0,,,,0.4694197693095795,0.3425644130725007,0.0,0.16737040904906728,0.3972781385623642,0.7773140760068541,1.0
context_f_41,100000.0,,,,0.8830295000000001,0.20756121493749613,0.0,0.65,1.0,1.0,1.0
context_f_42,100000.0,,,,0.8086827449676146,0.13978605144865805,0.18592628375672238,0.7218497035786037,0.83561571699115,0.9220231337129007,0.9999990877841411
context_f_43,100000.0,,,,0.7345568544944556,0.1905048148113513,0.025536718619030396,0.6103710036192793,0.7694827906872406,0.890706424848047,0.9999995452266284
context_f_44,100000.0,,,,0.7435314999999999,0.36545207491535814,0.2,0.2,1.0,1.0,1.0
context_f_45,100000.0,,,,0.6684957793248357,0.22676539373550675,0.0022597969188361544,0.5138309669689203,0.7030833295149609,0.8560483104107393,0.99999849527852
context_f_46,100000.0,,,,0.529271907819677,0.09327961320613344,0.1950309234260687,0.4645296756623842,0.5283667451244367,0.5927376336685801,0.9101697913121957
context_f_47,100000.0,,,,0.37361374558336274,0.11657905535819149,0.07871527398856822,0.28771077342470947,0.35909030930629227,0.44425421521454334,0.8557267570572097
exp_reward_panel_split,100000.0,,,,0.15774372626611166,0.0555041096884982,0.019341788999450674,0.11672523410740027,0.1529081909177068,0.1943930837086182,0.40576128512389337
exp_reward_swipe_fast,100000.0,,,,0.1354303915607679,0.050415736820963584,0.021457475899703184,0.0976598040247005,0.13048770948853058,0.16830550988119397,0.36644091686113067
exp_reward_card_grid,100000.0,,,,0.14840586807062428,0.05408128497299465,0.01834757137564895,0.10800387029569995,0.1434309740290623,0.18404558838363472,0.3850072866538174
exp_reward_guided_chat,100000.0,,,,0.15282826043638206,0.05268833873581615,0.017650925884954476,0.11391808756044769,0.14895790897905917,0.18827873753922952,0.3875390172700409
exp_reward_hybrid_ranked,100000.0,,,,0.14955294317749046,0.05022001837853065,0.019019565714966935,0.11238763298631631,0.14616388987904275,0.1836092038499814,0.3596754127179181
